id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,1.6799456270533142e-09,1.2505417998909252e-06,6.903886173859064e-08,3.390080678400409e-07,2.2160971013818198e-07,4.405548224895028e-06,3.766596137211309e-07,2.5950467374968866e-07,8.82124004419893e-06,2.4895894966903143e-05,0.015952249988913536,2.8752078051752505e-08,0.00010467598622199148,8.681539753752077e-08,9.050980338543013e-07,5.833501199958846e-05,4.031183493680146e-07,3.109465615125373e-05,1.560952966883633e-08,3.940173343153219e-08,8.759197953622788e-06,1.4173017007124145e-05,1.6919723577757395e-07,2.3057459941355773e-07,1.1685558298779597e-08,7.513795026170556e-07,8.29844611871522e-06,8.058258345045033e-07,9.662888800221481e-08,3.584586139027124e-08,3.035405882201303e-08,6.31551245078299e-07,1.3113299246469978e-05,4.685354724642821e-06,0.0002906299487221986,1.165072944786516e-06,1.1310694389976561e-06,1.0468615307956952e-08,3.010135785075363e-08,1.904739033165015e-09,7.397994716829004e-11,1.1834564475066145e-06,5.556575501941552e-07,6.600325841432664e-11,2.0945999779087288e-07,1.0196166613241076e-06,0.060450438410043716,1.018222292259452e-06,7.537028778870081e-08,3.157718087010153e-09,1.0914771337411366e-05,0.9209564328193665,6.376090482262953e-07,4.61135550722247e-06,6.7502569436328486e-06,1.3517634442905546e-06,9.820310879149474e-06,6.433410248973814e-08,8.365756798411894e-08,4.383131908980431e-06,4.089026006681706e-09,1.683980713096389e-06,1.9977263946202584e-05,6.687128006888088e-07,0.0011122884461656213,5.070208075608207e-08,2.8958071197848767e-05,5.085942222926576e-10,5.561921625485411e-06,1.7920025641160464e-07,5.0091819048248e-07,1.9815411533841143e-09,2.026244771968777e-07,1.9759072600322725e-08,3.784170257858932e-05,7.665820885449648e-05,1.6998205509821673e-08,1.2192359690743615e-06,0.00030365673592314124,0.00010169616143684834,5.22185075624293e-07,1.0993245069812474e-07,4.632791095193767e-10,0.00012806935410480946,0.00011157928383909166,2.0244195209073723e-09,4.761570582267893e-10,5.125670909933433e-08,2.0766454326803796e-05,1.1841877700646819e-08,3.62374086293471e-09,5.630262239719741e-05,4.961569629813312e-06,5.908698597067996e-08,1.650507286399261e-08,1.2896610168677825e-10,2.309669895339539e-07,3.1700290037406376e-07,3.075319000345189e-06
7,3.253461545682512e-05,0.00020469534501899034,0.00038381421472877264,0.0006072490359656513,0.00017268328520003706,7.642952368769329e-06,0.002415710361674428,0.00013798671716358513,0.0001270889479201287,3.381445640115999e-05,2.1652418581652455e-05,6.713833954563597e-06,0.00014453858602792025,0.00017368706176057458,9.139695612248033e-05,5.434641207102686e-05,3.7184374377829954e-05,0.0002867268049158156,3.851393557852134e-05,0.2699941396713257,7.366976660705404e-06,2.5407187422388233e-05,1.3565744666266255e-05,1.1760882443923037e-05,6.255305197555572e-05,1.6559488358325325e-05,3.781005216296762e-05,2.4227643734775484e-05,3.495234705042094e-05,9.640635107643902e-05,0.004477543756365776,0.0002199308219132945,0.0006331760087050498,1.3608687368105166e-05,9.938440780388191e-05,1.9903352495020954e-06,9.7070966148749e-05,0.024972327053546906,0.009302501566708088,6.629918789258227e-05,0.0007632755441591144,7.722937880316749e-05,0.0028144284151494503,0.0003416980034671724,0.00024386051518376917,0.00025490642292425036,1.3969296560389921e-05,0.18386252224445343,0.0013502880465239286,0.00021117032156325877,0.3118055760860443,6.7981009124196135e-06,6.673559710179688e-06,0.00403175363317132,0.001997952815145254,0.00013845335342921317,0.00013572377793025225,0.07589990645647049,0.0022730363998562098,0.00321375229395926,3.11433759634383e-05,0.0008038745145313442,3.7523707305808784e-06,0.0005424466216936707,3.989687229477568e-06,9.092405889532529e-06,1.773587428033352e-05,0.002166962716728449,0.0097999582067132,0.028591927140951157,1.5387716985060251e-06,2.6113815692951903e-05,0.00017824363021645695,0.00010707051842473447,3.853485850413563e-06,8.02663344074972e-05,0.0006876063416711986,0.0003416244871914387,7.316502433241112e-06,8.466107829008251e-05,6.43845196464099e-05,0.0001953617320396006,0.004619513638317585,0.00026100350078195333,0.017108263447880745,0.0009560198523104191,0.010020574554800987,0.008713438175618649,7.971300874487497e-06,0.0007219907129183412,0.008041230961680412,4.378495077617117e-07,3.767189809877891e-06,4.3492798340594163e-07,0.00012322401744313538,0.0005923070712015033,8.14356972114183e-05,5.4377465858124197e-05,0.0003155290032736957
9,0.00022927920508664101,0.9821102023124695,2.1328789443941787e-05,0.00010338168794987723,0.001666652038693428,2.8019524052069755e-06,0.0032289407681673765,0.006393153686076403,6.565333023900166e-05,0.001764141023159027,1.9993105979665415e-06,2.352155206608586e-05,1.5005504792497959e-05,1.0358379540775786e-06,4.039400664623827e-06,2.098229145985897e-08,8.926953159971163e-05,7.215095592982834e-06,4.5517232649672223e-08,3.1684310215496225e-06,2.1165251382626593e-05,1.3059425327810459e-06,7.768402809915642e-09,5.639411710944842e-07,8.540566476256117e-09,3.3518286812750375e-08,0.0012290615122765303,1.047262685460737e-06,9.690239721749094e-08,5.9705613786320555e-09,6.52957439228885e-08,2.3907359718577936e-06,0.0002875380450859666,1.359546217827301e-06,4.4098831608607725e-07,0.00014890341844875365,1.0403955457150005e-05,3.182556724823371e-07,4.2629025642781926e-08,7.178558121267997e-07,4.301660680994246e-07,0.0006976271979510784,1.9099093151453417e-06,8.750495794629387e-08,5.4453910706797615e-05,6.771139396732906e-06,2.5817806090344675e-05,4.116769105166895e-06,5.409064669947838e-06,2.040019580817898e-06,2.2681006157654338e-05,3.38464474225475e-08,1.3996087488976627e-07,1.1338409422023688e-05,1.670954588917084e-05,1.8088633169099921e-07,3.1183451483229874e-06,3.191841102534454e-08,1.704333772067912e-05,3.486489367787726e-05,1.4090593367654947e-06,4.64837484059899e-07,8.966533755483397e-07,0.0003068723890464753,2.352034158548122e-07,0.00014864775585010648,7.650172847206704e-06,1.936199645058423e-09,1.598257028945227e-07,4.894499397778418e-06,3.0736057254898697e-08,6.600580491067376e-06,1.4049813756855656e-08,1.0291870239598211e-05,7.477429448954354e-07,6.38058145341347e-06,7.530817674705759e-05,5.354501197984973e-08,0.0006114071002230048,1.9851289323469246e-07,2.902643973357044e-05,3.723284862644505e-07,1.0591777027002536e-05,7.622135399287799e-06,3.3602432267798577e-06,0.00020679265435319394,4.2160722841799725e-06,2.9301409085746855e-06,2.748353766790501e-09,3.380716862011468e-07,7.41101189305482e-08,3.0563051041099243e-06,7.206458576547448e-06,5.103676357975928e-06,0.00017346393724437803,1.4848091268504504e-05,4.45233951040791e-07,9.286306834610514e-09,6.989263511059107e-06
12,2.6960574359691236e-06,2.688049789867364e-06,1.1557211792023736e-06,1.6314928075189528e-07,1.1746204364726509e-07,1.029772079164104e-06,1.0445637599332258e-05,6.214340260157769e-07,3.9540723264508415e-06,2.2298554540611804e-06,1.3286665989653557e-07,0.00011060978431487456,2.473413815096137e-06,6.823136573075317e-06,5.865028924745275e-06,3.1186950764094945e-06,9.77787181000167e-07,0.00021303542598616332,5.502668955159606e-06,0.8956378698348999,6.501139068859629e-06,1.9258482097939122e-06,5.161820837429332e-08,2.3456802011878608e-07,8.539871600987681e-07,3.8797739421170263e-07,5.1964541114557505e-08,1.3269371379465156e-07,1.3249776884549647e-06,1.3884495047022938e-06,9.249067716154968e-07,9.762711670191493e-07,5.0795824790839106e-05,1.3401551086644758e-06,9.907497769745532e-06,8.411691965193313e-07,2.706994109757943e-06,2.2408694348996505e-05,1.222445735038491e-05,6.940794037291198e-07,1.2356704814919794e-07,1.8870507574320072e-06,1.266157596546691e-07,2.896713340305723e-07,1.6239377487181628e-07,5.900068700270822e-08,1.9249073091032187e-07,0.09940822422504425,0.00010924756497843191,2.2588692445424385e-05,0.0005298382020555437,3.6342214571050135e-07,3.6925698054801614e-08,1.7190004655276425e-06,0.00046674261102452874,5.144835995452013e-06,4.871806140727131e-07,0.001277994946576655,1.8927146811620332e-05,2.911804358518566e-06,5.24946926816483e-07,6.260844202188309e-06,1.4623693687099149e-06,3.520520976962871e-07,1.3299015222401067e-07,6.78323146985349e-07,2.8121786499468726e-07,1.6825355487526394e-05,0.00029081164393574,8.830965271044988e-06,2.9641799415003334e-07,7.945428706079838e-07,1.2255712817932363e-06,1.314759401793708e-06,8.09378889243817e-07,9.313002635735756e-08,1.620622214204559e-07,7.749099495413247e-06,1.0906367009511087e-07,2.1892728341299517e-07,5.4677670391356514e-08,7.081200124048337e-07,1.2888489209217369e-06,2.121814941347111e-05,0.0006436260882765055,9.545071407046635e-06,0.00023358681937679648,0.0005359823117032647,4.775342404172989e-06,4.7919053031364456e-05,2.270075310661923e-05,1.2351680425126688e-06,1.8640675136794016e-07,1.5327733748904393e-08,4.622148480848409e-06,0.00014430185547098517,1.1445695236034226e-06,1.368379116684082e-06,1.240415804204531e-05
13,2.139698381142807e-06,1.0037460015155375e-05,8.999381861940492e-08,9.999312169384211e-07,4.5046954255667515e-06,2.814882726909218e-08,1.1323722901579458e-05,9.378640243085101e-06,0.0004443692450877279,1.6687000652382267e-06,6.143331847852096e-05,0.00024009743356145918,9.289468289352953e-05,1.6540201613679528e-05,0.996469259262085,2.755344894467271e-07,0.00022566253028344363,9.916144335875288e-05,5.9948984016955364e-06,9.806039997783955e-07,3.331326661282219e-05,2.3618192699359497e-06,1.962204123628908e-06,1.8005037816237746e-07,2.6113466446986422e-05,1.856715971371159e-05,0.00029288470977917314,1.5843580740693142e-06,2.3142616711879782e-09,5.262251967508291e-09,2.3424172468367033e-07,2.6739089662441984e-06,1.2807807934223092e-06,2.1036784758621252e-08,5.887867700948846e-06,3.6843209727521753e-07,1.0866523552977014e-05,3.981062590696638e-08,1.1634808316784984e-07,4.121127119560697e-07,5.200094932433785e-08,1.0236781236017123e-06,3.584366226050406e-08,7.000833193160361e-07,7.014158427409711e-07,3.411156285437755e-05,1.9506001990521327e-05,2.456225445257587e-07,2.9323615308385342e-05,9.639021300245076e-06,9.198907235941078e-08,9.844879969023168e-05,2.3235124899656512e-05,2.056912649095466e-07,2.0494514529900698e-08,2.7320101736449942e-09,2.1603458577601486e-08,3.4215233313261706e-07,5.757764483860228e-06,7.245593224070035e-06,1.1941645539081946e-07,1.2818303503081552e-06,1.4139597624307498e-05,1.8476920331522706e-06,5.86302576266462e-07,4.570005955883971e-07,6.152301779138725e-09,9.846005788460843e-09,3.846189855494231e-08,1.4621480026733025e-08,6.091562454457744e-08,3.009355680205772e-07,8.450227184653158e-10,3.679949077195488e-05,1.4861731756354857e-07,3.452172165907541e-07,5.181152573641157e-07,5.604149464488728e-07,3.132685222340115e-08,0.00021000407286919653,3.8623355180789076e-07,2.2040516967081203e-08,2.7936005508877315e-08,5.068594646218116e-07,1.728029587866331e-06,6.129497478468693e-07,7.188018003034813e-07,3.999602782300826e-08,3.425481409635722e-08,5.726285507989815e-07,7.236859111969807e-09,0.0013382500037550926,2.097923970723059e-05,1.728661845845636e-05,5.822830189572414e-06,1.8230590285384096e-05,8.478274367007543e-07,2.5569534045644104e-07,5.087332866082761e-08
16,6.393110538738256e-07,1.1495445733089582e-06,4.576523224386619e-06,0.9976004958152771,9.012974810929109e-10,8.724551636696276e-10,3.0999899536254816e-06,0.0004347535432316363,3.5552948247641325e-06,1.3974487123036283e-09,8.716485353943426e-06,4.579989010267127e-08,7.2458115027984604e-06,1.2387706860295111e-08,4.924062935174334e-08,2.119399988842474e-09,8.21395929051505e-09,3.90189654808637e-07,3.7211249637181254e-09,8.058548672806864e-08,6.781623596019415e-10,5.2461641644185875e-06,2.6812914735718785e-11,1.6359532617471473e-09,1.3804338117040515e-08,1.372854114833899e-07,1.315060984552474e-07,2.146175015482754e-09,1.8313992100615906e-08,6.021966779401478e-13,8.601878676017805e-07,9.090319608162645e-10,1.9391009118407965e-06,7.013085945306585e-11,6.096428695201439e-09,8.574152943197078e-09,3.70043130715203e-06,4.47113786966602e-12,1.2518218683865712e-09,2.6413801701430373e-10,1.7413637198870902e-09,2.226034183649972e-07,7.59407647876742e-09,2.466182650096016e-06,3.6695499261441e-07,2.4657124413351994e-06,6.351101546897553e-07,3.289445937859625e-10,4.1653165361310585e-09,1.7969213894630798e-09,2.8509913363450323e-07,1.1327503518510085e-10,4.324081359641241e-08,1.5579360024275957e-08,1.544508743123174e-09,3.539163059840256e-11,2.1182673670683272e-10,3.4679139560012118e-09,1.5794898899912369e-07,1.0732427654147614e-05,9.329274917035946e-07,5.679678949377376e-09,9.179444759865873e-09,9.167386451736093e-06,1.2968377240130113e-11,2.5844805406904925e-08,2.887513561589117e-10,1.3799934528435642e-09,6.531372109819245e-10,2.020881240127892e-08,1.9917166527161356e-10,1.1426030788186381e-08,1.7553467360209574e-12,1.9595060507526796e-07,1.9364137029964645e-12,9.686488416926764e-11,2.9006471891079855e-07,3.749957289134187e-10,6.810380881461242e-08,3.443766445343499e-07,1.9899109915400004e-08,3.050274699489819e-07,9.66209889874392e-10,2.2682473954649396e-10,2.758380329703769e-11,7.00977693668392e-07,1.1004068483089213e-06,8.497650583194627e-09,3.954795136664434e-14,2.6796683982865943e-07,7.501181009672564e-09,1.3782055496847079e-08,0.001889111939817667,7.557242054367919e-10,9.131741052215148e-08,1.4138352355530515e-07,2.667120952537516e-06,2.1988686427221182e-09,2.2557433965175733e-07
19,1.2362255574771552e-06,3.110254510829691e-06,1.0100007784785703e-05,0.9902074933052063,2.8396276441355894e-09,1.1690453050050564e-09,3.4252991554239998e-06,4.860934132011607e-05,1.0945809663098771e-05,3.837863360445226e-09,1.4643745998910163e-05,1.1166859081868097e-07,0.00015255410107783973,3.3319138559306793e-09,4.5528796022153983e-07,3.0228907377249925e-08,8.60625259946346e-09,3.240305886720307e-06,1.1504913466353628e-08,1.207412765324989e-07,2.018415727889078e-07,2.4271837901324034e-05,1.7926592155159682e-10,4.313832846492005e-07,4.3935759919122575e-08,5.231835984886857e-06,6.763267492715386e-07,4.263371433665952e-09,2.8662979545401868e-08,4.137613428961684e-12,1.3049275366938673e-06,1.8207515495305415e-07,4.018342951894738e-05,6.468052760055798e-09,2.548260340518027e-07,5.672916714161147e-08,2.5599350919947028e-05,8.78536618453829e-11,8.492597736164953e-09,5.1132094114336724e-08,9.717941118481122e-09,1.8229235138278455e-05,2.5822442850653715e-08,2.098667209793348e-06,1.1403063808756997e-06,0.0006576774758286774,1.4266649486671668e-05,1.7252572703796432e-09,1.8169430404668674e-08,3.3719160796863434e-09,3.404017888897215e-06,3.112132773708254e-08,2.0116513610446418e-07,2.819814426402445e-07,2.1311368669785224e-08,1.5992573931811194e-10,3.166733986148529e-09,6.408617192477095e-09,8.01393156280028e-08,8.344100592694303e-07,1.3335888979781885e-05,7.964296777629443e-09,2.5704114392510746e-08,7.329208528972231e-07,4.0479085361422307e-11,2.834841268395394e-07,4.443905243789459e-09,4.121219199237913e-10,2.2379193609367576e-08,3.448364793712244e-07,5.348036680175028e-09,1.218751854992206e-08,7.051435130245309e-11,7.654067957219013e-08,1.0691662832851279e-10,5.4540270078007325e-09,1.96214614334167e-06,2.9974431825507963e-09,4.143133836009838e-08,4.963839273841586e-06,1.6884456499610678e-08,4.016931143269176e-06,2.4166579848383662e-09,1.5693761845625431e-09,5.948154191415256e-10,1.5552882359770592e-06,9.815780686039943e-07,2.2222357642931456e-07,2.1367371847574868e-12,8.657311667548129e-08,9.639778681957978e-07,4.3683638750735554e-07,0.008668322116136551,3.4234957979606406e-08,5.449096533993725e-06,6.340955849282182e-08,3.745486174011603e-05,1.5227906047243778e-08,5.6253356888191774e-06
23,3.740582599220943e-08,4.449308033116495e-09,5.3706797189079225e-05,6.086276016503689e-07,9.217071124112408e-07,1.3819842024531681e-05,4.5401318971016735e-07,4.570286904481691e-08,7.250427369598356e-09,7.664245238458989e-09,9.98137217322892e-09,5.717036621888383e-09,2.0296691616294993e-07,2.199337103547805e-07,1.3473452353807147e-09,8.916172373574227e-05,2.3069118171292757e-08,9.843400761155863e-08,1.8817266891346662e-06,4.424782318324105e-09,3.2700313568057027e-09,2.2633043954556342e-06,5.229648536442255e-07,9.344905720354291e-07,1.8484613839575559e-09,9.959408089343924e-07,1.2052073783408446e-09,7.78425679470729e-09,0.9957017302513123,0.00022151404118631035,0.0007395499851554632,3.377331125875571e-08,1.0347886991723954e-09,1.0456005128389734e-07,7.622032427434533e-08,0.0003376154345460236,1.3394501365837641e-06,1.6682051295902056e-08,2.4937885427789297e-06,1.964463969272856e-08,4.221796956471735e-08,1.250577064126901e-08,4.4958094804314896e-05,1.5699797017987294e-07,4.890471672069907e-08,1.092725998574906e-08,3.6720379514854073e-10,2.7833751969907894e-10,1.2501154278421467e-10,5.442705628411204e-07,2.2081556494413235e-07,7.598512929973822e-09,2.2168519464571546e-08,4.338012331572827e-07,1.4329373243526788e-07,8.840704595058924e-07,2.1613969281020218e-08,1.3840592671954255e-08,3.354557520651724e-09,1.04243190435227e-06,4.959585567121394e-06,0.0002032866614172235,1.6192840845974388e-08,1.438579211310298e-08,2.6938309360957646e-07,6.430047250205462e-08,2.8514652512967587e-05,8.812752838593951e-08,9.404165268733777e-08,1.1072100278397556e-05,0.0017022867687046528,1.1243479093536735e-05,0.0007053753943182528,1.2400080606767006e-07,1.2047292052841385e-09,7.033292281910519e-10,1.1338283201212107e-08,6.450583214245853e-07,3.285976291067527e-08,8.097131143358638e-08,6.803054930060171e-06,2.2436820756865927e-07,3.231429275274422e-07,1.067130028786778e-08,1.0959904983565139e-08,1.7354398806901372e-08,1.3556687994409344e-09,1.4103383705332817e-07,1.930121698023868e-06,7.02134711900726e-05,3.096237196587026e-05,5.6792472946654016e-09,5.27800594340988e-08,4.579844699037494e-07,1.350914260456193e-07,1.048066841646822e-10,1.4047280956219765e-06,9.487142627051526e-09,2.4293350975312933e-07
24,2.749574377958197e-06,5.87989177347481e-07,2.3854622099861444e-07,2.361157314112461e-08,7.884746992203873e-06,1.4438608559430577e-05,2.4882988327590283e-06,6.722851821905351e-07,4.118214746995363e-06,3.795440079557011e-06,8.869679390954843e-07,1.6754158593812463e-07,2.1580471809556911e-07,8.00836744474509e-07,3.1855006454861723e-06,8.390979928663e-06,0.0006378543330356479,2.7285102532914607e-06,4.5755059545626864e-05,4.6196939365472645e-05,4.073901891388232e-06,3.657891909369937e-07,3.6876855347145465e-07,1.6826278681492113e-07,5.0956128205825735e-08,1.5495189131797815e-08,4.566039635278685e-08,2.7919286367250606e-06,8.748797881708015e-07,3.176165046170354e-05,1.702603498188182e-07,3.1120816856855527e-05,4.5780611799273174e-06,6.319673957477789e-07,1.73436319528264e-06,3.315829189887154e-06,1.3925305211159866e-06,0.0010171825997531414,1.1796964827226475e-05,1.817143697735446e-07,7.646120252502442e-07,9.517184480500873e-07,3.1812491215532646e-05,9.174871138384333e-07,5.347369551600423e-07,8.227973467000993e-07,3.756948103728064e-07,0.0001926132244989276,4.907701054435165e-07,0.00042946558096446097,3.35120557792834e-06,1.5398869436467066e-05,2.6470139413703464e-09,7.639484465471469e-06,1.2454648640414234e-05,6.456320988945663e-05,3.6717887269333005e-05,0.0003936056746169925,7.549267593276454e-07,0.00043375749373808503,7.259530576675388e-08,5.711231096938718e-06,1.3275089472131185e-08,7.991792472239467e-08,4.634317178897618e-07,2.529471885281964e-07,5.660949682351202e-07,7.943784112285357e-06,7.306468887691153e-06,0.0001927653793245554,3.883460976794595e-06,6.25886173111212e-07,0.00018753366020973772,5.46120801914185e-08,1.3640801626024768e-06,9.92219838735764e-07,2.080766137169121e-07,0.0009105765493586659,1.6276470660159248e-07,6.901912570356217e-07,1.5819688314877567e-07,6.646058636761154e-08,5.542931830859743e-06,5.348400372895412e-05,0.994290828704834,1.3359574495552806e-06,2.963289489343879e-06,4.627630551112816e-05,0.00016039854381233454,4.023614110337803e-06,0.0005863821133971214,1.3052769531896047e-07,8.134533047154946e-09,2.7896646770386724e-07,1.8054552128887735e-06,1.1668862498481758e-06,7.638223564754298e-08,4.661639820824348e-07,5.055927090324985e-07
28,2.0638911735204601e-07,1.5490386431338266e-05,1.1850714187744416e-08,8.136446558637545e-05,1.3630224771077337e-07,8.440327547987181e-09,1.937062705792414e-07,0.0004094656032975763,0.9993780851364136,6.013042934682744e-07,3.8707483327016234e-05,4.813855269958367e-08,1.4040804217074765e-06,3.152414080886956e-07,3.852347617794294e-06,5.200718522502257e-09,3.769273462239653e-07,9.178405889542773e-06,8.941759688241291e-08,1.6381513034957607e-07,1.398360183202385e-07,1.7752904568624217e-07,1.3414619241813863e-11,2.3108739921617882e-10,2.8705817722851634e-09,1.890934164805458e-08,1.0377291914664966e-07,7.636611343286859e-09,5.388501311820448e-10,1.5544909109932448e-12,3.889345734364724e-09,1.0483657275628389e-09,2.882137195570067e-08,9.391648569945232e-10,2.20783448412476e-07,1.262200584051243e-07,1.4961133274482563e-06,3.369890477777915e-10,6.692923992801525e-10,6.29196694745815e-10,2.4570240286792e-10,4.882337734102293e-08,1.0570719854996469e-09,2.8959614706280945e-09,3.0577837151213316e-08,1.2874585308964015e-07,3.82221769541502e-05,1.51514836232991e-08,9.239041673936299e-07,1.7474339131240413e-07,1.3757561312388589e-08,3.0855247246108775e-08,3.280820337625556e-10,7.343876173848685e-09,1.0074672207593949e-09,6.99984722962732e-11,3.108400647988674e-09,1.8140628554874638e-08,6.528534299832245e-07,2.9995061368026654e-07,2.4998755843164133e-10,3.940962756132649e-08,1.7504769189713443e-08,1.891579692880896e-08,3.6497718736150375e-10,1.1082499362657927e-09,4.783996983281913e-12,2.6564636601555947e-10,3.606886178619817e-10,3.880490595520314e-09,2.5196700281782114e-10,1.1687448786545929e-09,1.958299408050257e-12,6.159572762953758e-07,5.96715316047991e-11,9.435187076078932e-10,6.995564376666152e-07,5.765085075992715e-10,1.1463693105895345e-08,9.110070919859936e-08,1.850172681727713e-09,6.1103211379531785e-09,8.53714599013955e-10,4.9915929167809736e-08,3.904204959326307e-08,4.6432965916665125e-08,5.1555957725213375e-08,3.61607011001297e-09,1.4728300176680698e-11,7.101916565943611e-08,1.6427961213594244e-09,2.2926754184027232e-07,1.4605469004891347e-05,1.0654098936413448e-08,6.717447575965707e-08,4.799226189788897e-07,1.4131123293736891e-07,4.389368868373822e-10,4.196813563339674e-08
